"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","704,662,000",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","6.2",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","4,363,416,000",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","26,107,000",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","0.77",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,366,869,000",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,760,000",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","89,000",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","1,230",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, AIRSACCULITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","335,829",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, ALL CAUSES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,449,474",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, BRUISES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,011",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CADAVER, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,409",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CONTAMINATION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","45,990",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, LEUKOSIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","415",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OTHER REASONS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","319,057",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OVERSCALD, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,342",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SEPTICAEMIA, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","723,566",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SYNOVITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","879",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, TUMORS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,976",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","443,712,000",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","4.8",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","2,124,806,000",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","14,962,000",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","0.92",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,612,149,000",""
"SURVEY","2014","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,480,000",""
"SURVEY","2014","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","14,000",""
"SURVEY","2014","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","70",""
"SURVEY","2014","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,610,000",""
"SURVEY","2014","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","54,000",""
"SURVEY","2014","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","190",""
"SURVEY","2014","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","195,000",""
"SURVEY","2014","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","29,000",""
"SURVEY","2014","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2014","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,500",""
"SURVEY","2014","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","14,000",""
"SURVEY","2014","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","120",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,286,000",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","4.8",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","6,215,000",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","187,000",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","3.94",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,563,000",""
"SURVEY","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","560,000",""
"SURVEY","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","323,000",""
"SURVEY","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","130",""
